inep_id;ano;dependencia_id;localizacao_id;serie_id;matriculas;aprovados;reprovados;abandonos;TIPO
35664200;2013;3;2;10;0;0;0;0;AF
35664200;2013;3;2;11;0;0;0;0;AF
35664200;2013;3;2;12;0;0;0;0;AF
35664224;2013;3;1;1;20;100;0;0;AF
35664224;2013;3;1;2;20;100;0;0;AF
35664224;2013;3;1;3;25;100;0;0;AF
35664224;2013;3;1;4;29;100;0;0;AF
35664224;2013;3;1;5;25;100;0;0;AF
35664224;2013;3;1;6;0;0;0;0;AF
35664224;2013;3;1;7;0;0;0;0;AF
35664224;2013;3;1;8;0;0;0;0;AF
35664224;2013;3;1;9;0;0;0;0;AF
35664224;2013;3;1;10;0;0;0;0;AF
35664224;2013;3;1;11;0;0;0;0;AF
35664224;2013;3;1;12;0;0;0;0;AF
35902160;2013;2;1;1;0;0;0;0;AF
35902160;2013;2;1;2;0;0;0;0;AF
35902160;2013;2;1;3;0;0;0;0;AF
35902160;2013;2;1;4;0;0;0;0;AF
35902160;2013;2;1;5;0;0;0;0;AF
35902160;2013;2;1;6;62;100;0;0;AF
35902160;2013;2;1;7;44;97.7;0;2.3;AF
35902160;2013;2;1;8;51;94.2;1.9;3.9;AF
35902160;2013;2;1;9;62;94.9;0;5.1;AF
35902160;2013;2;1;10;49;93.5;0;6.5;AF
35902160;2013;2;1;11;46;88.9;0;11.1;AF
35902160;2013;2;1;12;28;84.6;0;15.4;AF
35904181;2013;2;1;1;0;0;0;0;AF
35904181;2013;2;1;2;0;0;0;0;AF
35904181;2013;2;1;3;0;0;0;0;AF
35904181;2013;2;1;4;0;0;0;0;AF
35904181;2013;2;1;5;0;0;0;0;AF
35904181;2013;2;1;6;73;100;0;0;AF
35904181;2013;2;1;7;83;97.7;2.3;0;AF
35904181;2013;2;1;8;91;96.7;2.2;1.1;AF
35904181;2013;2;1;9;104;90.6;8.5;0.9;AF
35904181;2013;2;1;10;77;90.1;4.9;5;AF
35904181;2013;2;1;11;51;84.3;5.9;9.8;AF
35904181;2013;2;1;12;34;94.4;5.6;0;AF
35904193;2013;2;1;1;0;0;0;0;AF
35904193;2013;2;1;2;26;100;0;0;AF
35904193;2013;2;1;3;38;100;0;0;AF
35904193;2013;2;1;4;42;100;0;0;AF
35904193;2013;2;1;5;33;97;3;0;AF
35904193;2013;2;1;6;41;100;0;0;AF
35904193;2013;2;1;7;49;100;0;0;AF
35904193;2013;2;1;8;54;100;0;0;AF
35904193;2013;2;1;9;52;98.1;0;1.9;AF
35904193;2013;2;1;10;0;0;0;0;AF
35904193;2013;2;1;11;0;0;0;0;AF
35904193;2013;2;1;12;0;0;0;0;AF
35912402;2013;2;1;1;51;98.1;1.9;0;AF
35912402;2013;2;1;2;51;100;0;0;AF
35912402;2013;2;1;3;43;100;0;0;AF
35912402;2013;2;1;4;24;100;0;0;AF
35912402;2013;2;1;5;28;100;0;0;AF
35912402;2013;2;1;6;0;0;0;0;AF
35912402;2013;2;1;7;0;0;0;0;AF
35912402;2013;2;1;8;0;0;0;0;AF
35912402;2013;2;1;9;0;0;0;0;AF
35912402;2013;2;1;10;0;0;0;0;AF
35912402;2013;2;1;11;0;0;0;0;AF
35912402;2013;2;1;12;0;0;0;0;AF
35914782;2013;2;1;1;0;0;0;0;AF
35914782;2013;2;1;2;0;0;0;0;AF
35914782;2013;2;1;3;0;0;0;0;AF
35914782;2013;2;1;4;0;0;0;0;AF
35914782;2013;2;1;5;0;0;0;0;AF
35914782;2013;2;1;6;169;97;0;3;AF
35914782;2013;2;1;7;153;94.8;0.7;4.5;AF
35914782;2013;2;1;8;141;97.3;0;2.7;AF
35914782;2013;2;1;9;180;88.8;11.2;0;AF
35914782;2013;2;1;10;293;69.4;16.8;13.8;AF
35914782;2013;2;1;11;201;70.4;16.7;12.9;AF
35914782;2013;2;1;12;187;88.1;6.5;5.4;AF
35914848;2013;2;1;1;32;87.1;12.9;0;AF
35914848;2013;2;1;2;41;94.7;5.3;0;AF
35914848;2013;2;1;3;28;92.6;7.4;0;AF
35914848;2013;2;1;4;52;94.1;5.9;0;AF
35914848;2013;2;1;5;45;89.1;10.9;0;AF
35914848;2013;2;1;6;38;97.3;2.7;0;AF
35914848;2013;2;1;7;48;91.1;6.7;2.2;AF
35914848;2013;2;1;8;57;93;5.3;1.7;AF
35914848;2013;2;1;9;57;83;9.4;7.6;AF
35914848;2013;2;1;10;46;86.4;9.1;4.5;AF
35914848;2013;2;1;11;47;89.1;6.5;4.4;AF
35914848;2013;2;1;12;28;92.6;3.7;3.7;AF
35917084;2013;2;1;1;32;100;0;0;AF
35917084;2013;2;1;2;36;100;0;0;AF
35917084;2013;2;1;3;29;100;0;0;AF
35917084;2013;2;1;4;30;100;0;0;AF
35917084;2013;2;1;5;38;100;0;0;AF
35917084;2013;2;1;6;0;0;0;0;AF
35917084;2013;2;1;7;0;0;0;0;AF
35917084;2013;2;1;8;0;0;0;0;AF
35917084;2013;2;1;9;0;0;0;0;AF
35917084;2013;2;1;10;0;0;0;0;AF
35917084;2013;2;1;11;0;0;0;0;AF
35917084;2013;2;1;12;0;0;0;0;AF
35918672;2013;2;1;1;0;0;0;0;AF
35918672;2013;2;1;2;0;0;0;0;AF
35918672;2013;2;1;3;0;0;0;0;AF
35918672;2013;2;1;4;0;0;0;0;AF
35918672;2013;2;1;5;0;0;0;0;AF
35918672;2013;2;1;6;35;91.7;2.8;5.5;AF
35918672;2013;2;1;7;35;91.7;0;8.3;AF
35918672;2013;2;1;8;28;100;0;0;AF
35918672;2013;2;1;9;35;97.1;2.9;0;AF
35918672;2013;2;1;10;0;0;0;0;AF
35918672;2013;2;1;11;0;0;0;0;AF
35918672;2013;2;1;12;0;0;0;0;AF
35918817;2013;2;1;1;9;100;0;0;AF
35918817;2013;2;1;2;0;0;0;0;AF
35918817;2013;2;1;3;10;100;0;0;AF
35918817;2013;2;1;4;14;100;0;0;AF
35918817;2013;2;1;5;17;100;0;0;AF
35918817;2013;2;1;6;29;100;0;0;AF
35918817;2013;2;1;7;29;100;0;0;AF
35918817;2013;2;1;8;31;100;0;0;AF
35918817;2013;2;1;9;28;100;0;0;AF
35918817;2013;2;1;10;0;0;0;0;AF
35918817;2013;2;1;11;0;0;0;0;AF
35918817;2013;2;1;12;0;0;0;0;AF
35918830;2013;2;1;1;28;100;0;0;AF
35918830;2013;2;1;2;22;100;0;0;AF
35918830;2013;2;1;3;28;100;0;0;AF
35918830;2013;2;1;4;21;100;0;0;AF
35918830;2013;2;1;5;29;100;0;0;AF
35918830;2013;2;1;6;0;0;0;0;AF
35918830;2013;2;1;7;0;0;0;0;AF
35918830;2013;2;1;8;0;0;0;0;AF
35918830;2013;2;1;9;0;0;0;0;AF
35918830;2013;2;1;10;0;0;0;0;AF
35918830;2013;2;1;11;0;0;0;0;AF
35918830;2013;2;1;12;0;0;0;0;AF
35919007;2013;2;1;1;41;100;0;0;AF
35919007;2013;2;1;2;54;100;0;0;AF
35919007;2013;2;1;3;58;100;0;0;AF
35919007;2013;2;1;4;74;100;0;0;AF
35919007;2013;2;1;5;83;100;0;0;AF
35919007;2013;2;1;6;0;0;0;0;AF
35919007;2013;2;1;7;0;0;0;0;AF
35919007;2013;2;1;8;0;0;0;0;AF
35919007;2013;2;1;9;0;0;0;0;AF
35919007;2013;2;1;10;0;0;0;0;AF
35919007;2013;2;1;11;0;0;0;0;AF
35919007;2013;2;1;12;0;0;0;0;AF
35920058;2013;2;1;1;25;100;0;0;AF
35920058;2013;2;1;2;21;100;0;0;AF
35920058;2013;2;1;3;0;0;0;0;AF
35920058;2013;2;1;4;0;0;0;0;AF
35920058;2013;2;1;5;35;100;0;0;AF
35920058;2013;2;1;6;0;0;0;0;AF
35920058;2013;2;1;7;0;0;0;0;AF
35920058;2013;2;1;8;0;0;0;0;AF
35920058;2013;2;1;9;0;0;0;0;AF
35920058;2013;2;1;10;0;0;0;0;AF
35920058;2013;2;1;11;0;0;0;0;AF
35920058;2013;2;1;12;0;0;0;0;AF
35010273;2013;2;1;1;0;0;0;0;AI
35010273;2013;2;1;2;0;0;0;0;AI
35010273;2013;2;1;3;0;0;0;0;AI
35010273;2013;2;1;4;0;0;0;0;AI
35010273;2013;2;1;5;0;0;0;0;AI
35010273;2013;2;1;6;97;99;1;0;AI
35010273;2013;2;1;7;135;98.5;1.5;0;AI
35010273;2013;2;1;8;167;99.4;0.6;0;AI
35010273;2013;2;1;9;175;92.9;7.1;0;AI
35010273;2013;2;1;10;200;83.9;16.1;0;AI
35010273;2013;2;1;11;179;77.9;22.1;0;AI
35010273;2013;2;1;12;127;90.6;9.4;0;AI
35010285;2013;2;1;1;0;0;0;0;AI
35010285;2013;2;1;2;0;0;0;0;AI
35010285;2013;2;1;3;0;0;0;0;AI
35010285;2013;2;1;4;0;0;0;0;AI
35010285;2013;2;1;5;0;0;0;0;AI
35010285;2013;2;1;6;105;99;0;1;AI
35010285;2013;2;1;7;101;100;0;0;AI
35010285;2013;2;1;8;137;97.7;1.5;0.8;AI
35010285;2013;2;1;9;0;0;0;0;AI
35010285;2013;2;1;10;192;87.6;6.2;6.2;AI
35010285;2013;2;1;11;231;89;6.8;4.2;AI
35010285;2013;2;1;12;258;94.9;2.4;2.7;AI
35035403;2013;2;1;1;0;0;0;0;AI
35035403;2013;2;1;2;0;0;0;0;AI
35035403;2013;2;1;3;0;0;0;0;AI
35035403;2013;2;1;4;0;0;0;0;AI
35035403;2013;2;1;5;0;0;0;0;AI
35035403;2013;2;1;6;152;96;2.6;1.4;AI
35035403;2013;2;1;7;122;96.7;2.4;0.9;AI
35035403;2013;2;1;8;70;93.1;4.2;2.7;AI
35035403;2013;2;1;9;219;83.3;15.2;1.5;AI
35035403;2013;2;1;10;318;65.5;29;5.5;AI
35035403;2013;2;1;11;235;73.1;23.3;3.6;AI
35035403;2013;2;1;12;208;82.9;14.6;2.5;AI
35040708;2013;2;1;1;0;0;0;0;AI
35040708;2013;2;1;2;0;0;0;0;AI
35040708;2013;2;1;3;0;0;0;0;AI
35040708;2013;2;1;4;0;0;0;0;AI
35040708;2013;2;1;5;0;0;0;0;AI
35040708;2013;2;1;6;40;100;0;0;AI
35040708;2013;2;1;7;79;100;0;0;AI
35040708;2013;2;1;8;145;100;0;0;AI
35040708;2013;2;1;9;117;100;0;0;AI
35040708;2013;2;1;10;117;94;5.1;0.9;AI
35040708;2013;2;1;11;73;94.4;4.2;1.4;AI
35040708;2013;2;1;12;0;0;0;0;AI
35044878;2013;2;1;1;0;0;0;0;AI
35044878;2013;2;1;2;0;0;0;0;AI
35044878;2013;2;1;3;24;100;0;0;AI
35044878;2013;2;1;4;29;100;0;0;AI
35044878;2013;2;1;5;32;97;3;0;AI
35044878;2013;2;1;6;41;100;0;0;AI
35044878;2013;2;1;7;96;97.9;2.1;0;AI
35044878;2013;2;1;8;93;94.7;2.1;3.2;AI
35044878;2013;2;1;9;95;96.7;2.2;1.1;AI
35044878;2013;2;1;10;79;82.4;10.8;6.8;AI
35044878;2013;2;1;11;64;85.2;6.6;8.2;AI
35044878;2013;2;1;12;69;94.4;0;5.6;AI
35046536;2013;2;1;1;97;100;0;0;AI
35046536;2013;2;1;2;116;100;0;0;AI
35046536;2013;2;1;3;118;100;0;0;AI
35046536;2013;2;1;4;103;100;0;0;AI
35046536;2013;2;1;5;83;100;0;0;AI
35046536;2013;2;1;6;0;0;0;0;AI
35046536;2013;2;1;7;0;0;0;0;AI
35046536;2013;2;1;8;0;0;0;0;AI
35046536;2013;2;1;9;0;0;0;0;AI
35046536;2013;2;1;10;0;0;0;0;AI
35046536;2013;2;1;11;0;0;0;0;AI
35046536;2013;2;1;12;0;0;0;0;AI
35046541;2013;2;1;1;158;100;0;0;AI
35046541;2013;2;1;2;124;100;0;0;AI
35046541;2013;2;1;3;190;100;0;0;AI
35046541;2013;2;1;4;156;100;0;0;AI
35046541;2013;2;1;5;120;100;0;0;AI
35046541;2013;2;1;6;0;0;0;0;AI
35046541;2013;2;1;7;0;0;0;0;AI
35046541;2013;2;1;8;0;0;0;0;AI
35046541;2013;2;1;9;0;0;0;0;AI
35046541;2013;2;1;10;0;0;0;0;AI
35046541;2013;2;1;11;0;0;0;0;AI
35046541;2013;2;1;12;0;0;0;0;AI
35049086;2013;2;1;1;0;0;0;0;AI
35049086;2013;2;1;2;38;100;0;0;AI
35049086;2013;2;1;3;34;100;0;0;AI
35049086;2013;2;1;4;29;100;0;0;AI
35049086;2013;2;1;5;49;98.1;1.9;0;AI
35049086;2013;2;1;6;112;100;0;0;AI
35049086;2013;2;1;7;79;97.3;1.4;1.3;AI
35049086;2013;2;1;8;71;98.6;1.4;0;AI
35049086;2013;2;1;9;114;97.2;2.8;0;AI
35049086;2013;2;1;10;114;92.9;7.1;0;AI
35049086;2013;2;1;11;68;92.9;7.1;0;AI
35049086;2013;2;1;12;36;94.1;5.9;0;AI
35075152;2013;3;1;1;70;100;0;0;AI
35075152;2013;3;1;2;0;0;0;0;AI
35075152;2013;3;1;3;0;0;0;0;AI
35075152;2013;3;1;4;0;0;0;0;AI
35075152;2013;3;1;5;0;0;0;0;AI
35075152;2013;3;1;6;0;0;0;0;AI
35075152;2013;3;1;7;0;0;0;0;AI
35075152;2013;3;1;8;0;0;0;0;AI
35075152;2013;3;1;9;0;0;0;0;AI
35075152;2013;3;1;10;0;0;0;0;AI
35075152;2013;3;1;11;0;0;0;0;AI
35075152;2013;3;1;12;0;0;0;0;AI
35075164;2013;3;1;1;34;100;0;0;AI
35075164;2013;3;1;2;0;0;0;0;AI
35075164;2013;3;1;3;0;0;0;0;AI
35075164;2013;3;1;4;0;0;0;0;AI
35075164;2013;3;1;5;0;0;0;0;AI
35075164;2013;3;1;6;0;0;0;0;AI
35075164;2013;3;1;7;0;0;0;0;AI
35075164;2013;3;1;8;0;0;0;0;AI
35075164;2013;3;1;9;0;0;0;0;AI
35075164;2013;3;1;10;0;0;0;0;AI
35075164;2013;3;1;11;0;0;0;0;AI
35075164;2013;3;1;12;0;0;0;0;AI
35076405;2013;3;1;1;39;97.5;0;2.5;AI
35076405;2013;3;1;2;0;0;0;0;AI
35076405;2013;3;1;3;0;0;0;0;AI
35076405;2013;3;1;4;0;0;0;0;AI
35076405;2013;3;1;5;0;0;0;0;AI
35076405;2013;3;1;6;0;0;0;0;AI
35076405;2013;3;1;7;0;0;0;0;AI
35076405;2013;3;1;8;0;0;0;0;AI
35076405;2013;3;1;9;0;0;0;0;AI
35076405;2013;3;1;10;0;0;0;0;AI
35076405;2013;3;1;11;0;0;0;0;AI
35076405;2013;3;1;12;0;0;0;0;AI
35107372;2013;3;1;1;0;0;0;0;AI
35107372;2013;3;1;2;0;0;0;0;AI
35107372;2013;3;1;3;17;77.8;22.2;0;AI
35107372;2013;3;1;4;33;100;0;0;AI
35107372;2013;3;1;5;33;78.8;21.2;0;AI
35107372;2013;3;1;6;0;0;0;0;AI
35107372;2013;3;1;7;0;0;0;0;AI
35107372;2013;3;1;8;0;0;0;0;AI
35107372;2013;3;1;9;0;0;0;0;AI
35107372;2013;3;1;10;0;0;0;0;AI
35107372;2013;3;1;11;0;0;0;0;AI
35107372;2013;3;1;12;0;0;0;0;AI
35121551;2013;4;1;1;6;100;0;0;AI
35121551;2013;4;1;2;6;100;0;0;AI
35121551;2013;4;1;3;10;100;0;0;AI
35121551;2013;4;1;4;10;90;10;0;AI
35121551;2013;4;1;5;15;94.1;5.9;0;AI
35121551;2013;4;1;6;18;100;0;0;AI
35121551;2013;4;1;7;25;96.2;3.8;0;AI
35121551;2013;4;1;8;20;87;13;0;AI
35121551;2013;4;1;9;29;93.1;3.4;3.5;AI
35121551;2013;4;1;10;17;94.4;5.6;0;AI
35121551;2013;4;1;11;7;100;0;0;AI
35121551;2013;4;1;12;16;100;0;0;AI
35125349;2013;4;1;1;22;100;0;0;AI
35125349;2013;4;1;2;19;100;0;0;AI
35125349;2013;4;1;3;23;100;0;0;AI
35125349;2013;4;1;4;23;100;0;0;AI
35125349;2013;4;1;5;28;100;0;0;AI
35125349;2013;4;1;6;17;100;0;0;AI
35125349;2013;4;1;7;27;100;0;0;AI
35125349;2013;4;1;8;24;96;4;0;AI
35125349;2013;4;1;9;31;96.8;3.2;0;AI
35125349;2013;4;1;10;33;90;10;0;AI
35125349;2013;4;1;11;26;91.7;8.3;0;AI
35125349;2013;4;1;12;21;100;0;0;AI
35132688;2013;4;2;1;0;0;0;0;AI
35132688;2013;4;2;2;36;91.7;8.3;0;AI
35132688;2013;4;2;3;37;97.3;2.7;0;AI
35132688;2013;4;2;4;36;97.2;2.8;0;AI
35132688;2013;4;2;5;36;86.1;13.9;0;AI
35132688;2013;4;2;6;38;100;0;0;AI
35132688;2013;4;2;7;42;100;0;0;AI
35132688;2013;4;2;8;42;100;0;0;AI
35132688;2013;4;2;9;66;100;0;0;AI
35132688;2013;4;2;10;0;0;0;0;AI
35132688;2013;4;2;11;0;0;0;0;AI
35132688;2013;4;2;12;0;0;0;0;AI
35137741;2013;4;2;1;50;100;0;0;AI
35137741;2013;4;2;2;28;96.4;3.6;0;AI
35137741;2013;4;2;3;63;88.7;11.3;0;AI
35137741;2013;4;2;4;57;98.2;1.8;0;AI
35137741;2013;4;2;5;60;100;0;0;AI
35137741;2013;4;2;6;0;0;0;0;AI
35137741;2013;4;2;7;0;0;0;0;AI
35137741;2013;4;2;8;0;0;0;0;AI
35137741;2013;4;2;9;0;0;0;0;AI
35137741;2013;4;2;10;0;0;0;0;AI
35137741;2013;4;2;11;0;0;0;0;AI
35137741;2013;4;2;12;0;0;0;0;AI
35144770;2013;4;1;1;45;100;0;0;AI
35144770;2013;4;1;2;37;91.7;8.3;0;AI
35144770;2013;4;1;3;34;87.5;12.5;0;AI
35144770;2013;4;1;4;44;97.7;2.3;0;AI
35144770;2013;4;1;5;32;96.8;3.2;0;AI
35144770;2013;4;1;6;32;100;0;0;AI
35144770;2013;4;1;7;26;100;0;0;AI
35144770;2013;4;1;8;33;100;0;0;AI
35144770;2013;4;1;9;38;100;0;0;AI
35144770;2013;4;1;10;38;97.3;2.7;0;AI
35144770;2013;4;1;11;28;100;0;0;AI
35144770;2013;4;1;12;30;100;0;0;AI
35206805;2013;3;1;1;82;100;0;0;AI
35206805;2013;3;1;2;61;96.9;3.1;0;AI
35206805;2013;3;1;3;49;95.6;4.4;0;AI
35206805;2013;3;1;4;85;100;0;0;AI
35206805;2013;3;1;5;139;99.3;0.7;0;AI
35206805;2013;3;1;6;0;0;0;0;AI
35206805;2013;3;1;7;0;0;0;0;AI
35206805;2013;3;1;8;0;0;0;0;AI
35206805;2013;3;1;9;0;0;0;0;AI
35206805;2013;3;1;10;0;0;0;0;AI
35206805;2013;3;1;11;0;0;0;0;AI
35206805;2013;3;1;12;0;0;0;0;AI
35247236;2013;3;2;1;7;100;0;0;AI
35247236;2013;3;2;2;12;100;0;0;AI
35247236;2013;3;2;3;7;83.3;16.7;0;AI
35247236;2013;3;2;4;7;100;0;0;AI
35247236;2013;3;2;5;5;100;0;0;AI
35247236;2013;3;2;6;0;0;0;0;AI
35247236;2013;3;2;7;0;0;0;0;AI
35247236;2013;3;2;8;0;0;0;0;AI
35247236;2013;3;2;9;0;0;0;0;AI
35247236;2013;3;2;10;0;0;0;0;AI
35247236;2013;3;2;11;0;0;0;0;AI
35247236;2013;3;2;12;0;0;0;0;AI
35277836;2013;3;1;1;22;100;0;0;AI
35277836;2013;3;1;2;27;100;0;0;AI
35277836;2013;3;1;3;34;94.3;5.7;0;AI
35277836;2013;3;1;4;36;97.3;2.7;0;AI
35277836;2013;3;1;5;27;100;0;0;AI
35277836;2013;3;1;6;38;100;0;0;AI
35277836;2013;3;1;7;44;100;0;0;AI
35277836;2013;3;1;8;40;100;0;0;AI
35277836;2013;3;1;9;43;97.6;0;2.4;AI
35277836;2013;3;1;10;0;0;0;0;AI
35277836;2013;3;1;11;0;0;0;0;AI
35277836;2013;3;1;12;0;0;0;0;AI
35277848;2013;3;1;1;62;98.3;1.7;0;AI
35277848;2013;3;1;2;46;100;0;0;AI
35277848;2013;3;1;3;52;91.8;8.2;0;AI
35277848;2013;3;1;4;45;100;0;0;AI
35277848;2013;3;1;5;60;100;0;0;AI
35277848;2013;3;1;6;0;0;0;0;AI
35277848;2013;3;1;7;0;0;0;0;AI
35277848;2013;3;1;8;0;0;0;0;AI
35277848;2013;3;1;9;0;0;0;0;AI
35277848;2013;3;1;10;0;0;0;0;AI
35277848;2013;3;1;11;0;0;0;0;AI
35277848;2013;3;1;12;0;0;0;0;AI
35277859;2013;3;1;1;19;100;0;0;AI
35277859;2013;3;1;2;27;100;0;0;AI
35277859;2013;3;1;3;19;100;0;0;AI
35277859;2013;3;1;4;32;100;0;0;AI
35277859;2013;3;1;5;30;100;0;0;AI
35277859;2013;3;1;6;0;0;0;0;AI
35277859;2013;3;1;7;0;0;0;0;AI
35277859;2013;3;1;8;0;0;0;0;AI
35277859;2013;3;1;9;0;0;0;0;AI
35277859;2013;3;1;10;0;0;0;0;AI
35277859;2013;3;1;11;0;0;0;0;AI
35277859;2013;3;1;12;0;0;0;0;AI
35277861;2013;3;1;1;8;100;0;0;AI
35277861;2013;3;1;2;5;100;0;0;AI
35277861;2013;3;1;3;9;100;0;0;AI
35277861;2013;3;1;4;11;100;0;0;AI
35277861;2013;3;1;5;5;100;0;0;AI
35277861;2013;3;1;6;0;0;0;0;AI
35277861;2013;3;1;7;0;0;0;0;AI
35277861;2013;3;1;8;0;0;0;0;AI
35277861;2013;3;1;9;0;0;0;0;AI
35277861;2013;3;1;10;0;0;0;0;AI
35277861;2013;3;1;11;0;0;0;0;AI
35277861;2013;3;1;12;0;0;0;0;AI
35285754;2013;3;1;1;22;100;0;0;AI
35285754;2013;3;1;2;19;100;0;0;AI
35285754;2013;3;1;3;17;85;15;0;AI
35285754;2013;3;1;4;25;100;0;0;AI
35285754;2013;3;1;5;23;96.2;3.8;0;AI
35285754;2013;3;1;6;0;0;0;0;AI
35285754;2013;3;1;7;0;0;0;0;AI
35285754;2013;3;1;8;0;0;0;0;AI
35285754;2013;3;1;9;0;0;0;0;AI
35285754;2013;3;1;10;0;0;0;0;AI
35285754;2013;3;1;11;0;0;0;0;AI
35285754;2013;3;1;12;0;0;0;0;AI
35288081;2013;3;1;1;34;100;0;0;AI
35288081;2013;3;1;2;0;0;0;0;AI
35288081;2013;3;1;3;0;0;0;0;AI
35288081;2013;3;1;4;0;0;0;0;AI
35288081;2013;3;1;5;0;0;0;0;AI
35288081;2013;3;1;6;0;0;0;0;AI
35288081;2013;3;1;7;0;0;0;0;AI
35288081;2013;3;1;8;0;0;0;0;AI
35288081;2013;3;1;9;0;0;0;0;AI
35288081;2013;3;1;10;0;0;0;0;AI
35288081;2013;3;1;11;0;0;0;0;AI
35288081;2013;3;1;12;0;0;0;0;AI
35301413;2013;3;1;1;8;100;0;0;AI
35301413;2013;3;1;2;20;100;0;0;AI
35301413;2013;3;1;3;7;85.7;14.3;0;AI
35301413;2013;3;1;4;9;100;0;0;AI
35301413;2013;3;1;5;5;100;0;0;AI
35301413;2013;3;1;6;0;0;0;0;AI
35301413;2013;3;1;7;0;0;0;0;AI
35301413;2013;3;1;8;0;0;0;0;AI
35301413;2013;3;1;9;0;0;0;0;AI
35301413;2013;3;1;10;0;0;0;0;AI
35301413;2013;3;1;11;0;0;0;0;AI
35301413;2013;3;1;12;0;0;0;0;AI
35405413;2013;3;1;1;11;100;0;0;AI
35405413;2013;3;1;2;12;100;0;0;AI
35405413;2013;3;1;3;6;100;0;0;AI
35405413;2013;3;1;4;3;100;0;0;AI
35405413;2013;3;1;5;4;100;0;0;AI
35405413;2013;3;1;6;0;0;0;0;AI
35405413;2013;3;1;7;0;0;0;0;AI
35405413;2013;3;1;8;0;0;0;0;AI
35405413;2013;3;1;9;0;0;0;0;AI
35405413;2013;3;1;10;0;0;0;0;AI
35405413;2013;3;1;11;0;0;0;0;AI
35405413;2013;3;1;12;0;0;0;0;AI
35429168;2013;4;1;1;0;0;0;0;AI
35429168;2013;4;1;2;0;0;0;0;AI
35429168;2013;4;1;3;0;0;0;0;AI
35429168;2013;4;1;4;0;0;0;0;AI
35429168;2013;4;1;5;0;0;0;0;AI
35429168;2013;4;1;6;18;89.5;10.5;0;AI
35429168;2013;4;1;7;29;92.9;7.1;0;AI
35429168;2013;4;1;8;32;90.9;9.1;0;AI
35429168;2013;4;1;9;30;96.7;3.3;0;AI
35429168;2013;4;1;10;38;95.1;4.9;0;AI
35429168;2013;4;1;11;27;100;0;0;AI
35429168;2013;4;1;12;37;100;0;0;AI
35466232;2013;4;1;1;38;100;0;0;AI
35466232;2013;4;1;2;17;100;0;0;AI
35466232;2013;4;1;3;0;0;0;0;AI
35466232;2013;4;1;4;0;0;0;0;AI
35466232;2013;4;1;5;0;0;0;0;AI
35466232;2013;4;1;6;0;0;0;0;AI
35466232;2013;4;1;7;0;0;0;0;AI
35466232;2013;4;1;8;0;0;0;0;AI
35466232;2013;4;1;9;0;0;0;0;AI
35466232;2013;4;1;10;0;0;0;0;AI
35466232;2013;4;1;11;0;0;0;0;AI
35466232;2013;4;1;12;0;0;0;0;AI
35659137;2013;3;1;1;28;100;0;0;AI
35659137;2013;3;1;2;31;100;0;0;AI
35659137;2013;3;1;3;38;95.1;4.9;0;AI
35659137;2013;3;1;4;46;100;0;0;AI
35659137;2013;3;1;5;48;89.6;10.4;0;AI
35659137;2013;3;1;6;63;100;0;0;AI
35659137;2013;3;1;7;58;85.7;10.7;3.6;AI
35659137;2013;3;1;8;59;96.7;0;3.3;AI
35659137;2013;3;1;9;57;89.3;5.4;5.3;AI
35659137;2013;3;1;10;0;0;0;0;AI
35659137;2013;3;1;11;0;0;0;0;AI
35659137;2013;3;1;12;0;0;0;0;AI
35664200;2013;3;2;1;14;100;0;0;AI
35664200;2013;3;2;2;20;100;0;0;AI
35664200;2013;3;2;3;16;87.5;12.5;0;AI
35664200;2013;3;2;4;15;100;0;0;AI
35664200;2013;3;2;5;16;93.3;6.7;0;AI
35664200;2013;3;2;6;0;0;0;0;AI
35664200;2013;3;2;7;0;0;0;0;AI
35664200;2013;3;2;8;0;0;0;0;AI
35664200;2013;3;2;9;0;0;0;0;AI
35664200;2013;3;2;10;0;0;0;0;AI
35664200;2013;3;2;11;0;0;0;0;AI
35664200;2013;3;2;12;0;0;0;0;AI
35664224;2013;3;1;1;20;100;0;0;AI
35664224;2013;3;1;2;20;100;0;0;AI
35664224;2013;3;1;3;25;100;0;0;AI
35664224;2013;3;1;4;29;100;0;0;AI
35664224;2013;3;1;5;25;100;0;0;AI
35664224;2013;3;1;6;0;0;0;0;AI
35664224;2013;3;1;7;0;0;0;0;AI
35664224;2013;3;1;8;0;0;0;0;AI
35664224;2013;3;1;9;0;0;0;0;AI
35664224;2013;3;1;10;0;0;0;0;AI
35664224;2013;3;1;11;0;0;0;0;AI
35664224;2013;3;1;12;0;0;0;0;AI
35902160;2013;2;1;1;0;0;0;0;AI
35902160;2013;2;1;2;0;0;0;0;AI
35902160;2013;2;1;3;0;0;0;0;AI
35902160;2013;2;1;4;0;0;0;0;AI
35902160;2013;2;1;5;0;0;0;0;AI
35902160;2013;2;1;6;62;100;0;0;AI
35902160;2013;2;1;7;44;97.7;0;2.3;AI
35902160;2013;2;1;8;51;94.2;1.9;3.9;AI
35902160;2013;2;1;9;62;94.9;0;5.1;AI
35902160;2013;2;1;10;49;93.5;0;6.5;AI
35902160;2013;2;1;11;46;88.9;0;11.1;AI
35902160;2013;2;1;12;28;84.6;0;15.4;AI
35904181;2013;2;1;1;0;0;0;0;AI
35904181;2013;2;1;2;0;0;0;0;AI
35904181;2013;2;1;3;0;0;0;0;AI
35904181;2013;2;1;4;0;0;0;0;AI
